tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,Default_ind,goodbad,isNaN_rep_income,isNaN_uti_card_50plus_pct,isOld,State_AL,State_FL,State_GA,State_LA,State_MS,State_NC,State_SC
52094.29,11256.27,299,207,247,0,0,0,0,2,3,0,0,0.547619261,0.427354962,0.455762113,0.637381075,1,74000,0,Good,0,0,1,0,1,0,0,0,0,0
146508.28,19044.54,341,181,335,0,0,0,0,3,7,0,0,0.54378243,0.727307245,0.604901823,0.536409955,0,96000,1,Bad,0,0,1,0,1,0,0,0,0,0
149015.31,16577.88,262,122,243,1,0,0,0,0,0,0,0,0.517472641,0.578557984,0.497069428,0.520227233,0,94000,1,Bad,0,0,0,0,0,1,0,0,0,0
121020.8,17659.51,377,151,341,0,0,0,0,4,10,0,0,0.436844911,0.456801641,0.51756857,0.456252125,0,57000,0,Good,0,0,1,0,0,1,0,0,0,0
145058.47,19466.27,276,121,242,0,0,0,0,0,0,0,0,0.524095546,0.531720487,0.678477397,0.438693208,0,58000,0,Good,0,0,0,0,0,0,0,0,0,1
98711.06,99999,254,126,251,0,0,0,0,2,2,0,0,0.568390635,0.466290446,0.526418791,0.50285093,0,75000,1,Bad,0,0,0,0,0,0,0,0,1,0
67087.95,9252.97,233,99,233,0,0,0,0,3,5,0,0,0.616028997,0.615571551,0.731322549,0.562411526,1,68000,0,Good,0,0,0,1,0,0,0,0,0,0
89764.35,14900.82,315,160,280,0,0,0,0,0,0,0,0,0.513709785,0.527777241,0.594656188,0.490074487,0,64000,0,Good,0,1,1,0,0,1,0,0,0,0
106469.44,13230.23,465,205,449,0,0,0,0,0,0,0,0,0.533411759,0.436605746,0.524874401,0.517687659,1,68000,0,Good,0,0,1,0,0,1,0,0,0,0
74416.4,6858.73,303,150,209,0,0,0,0,0,2,0,0,0.456899492,0.479770626,0.424743203,0.424040977,0,75000,0,Good,1,0,1,0,0,0,0,1,0,0
112732.32,15665.71,216,114,208,3,1,1,17372.92,3,6,2,0,0.459063343,0.453578547,0.393477929,0.547936267,0,75000,1,Bad,1,0,0,0,0,0,0,1,0,0
118419.26,16954.42,348,185,342,0,0,0,0,0,0,0,0,0.490611739,0.553066878,0.485657069,0.419011601,1,106000,0,Good,0,0,1,0,0,0,1,0,0,0
106464.67,12931.73,310,179,278,0,0,0,0,5,10,0,0,0.4151386,0.372986339,0.4253575,0.40664812,0,85000,0,Good,0,0,1,0,0,0,1,0,0,0
63871.78,10340.7,227,134,210,4,2,1,23475.58,0,3,0,0,0.491685082,0.55647326,0.455343136,0.390871352,0,86000,1,Bad,0,0,0,0,0,0,0,0,0,1
112816.04,15751.97,236,163,221,0,0,0,0,5,9,0,0,0.562620297,0.471579383,0.443605562,0.540039487,0,78000,1,Bad,0,0,0,0,0,0,0,0,1,0
96965.4,14586.25,340,127,326,0,0,0,0,2,4,0,0,0.661111407,0.599117742,0.580166862,0.617715704,0,86000,0,Good,0,0,1,0,0,0,0,0,0,1
124935.23,18444.98,282,128,228,0,0,0,0,1,0,0,0,0.465713192,0.592604136,0.361743032,0.453276336,0,75000,0,Good,0,0,0,0,0,0,0,0,0,1
117111.12,14917.91,364,148,344,1,0,0,0,0,0,0,0,0.558011983,0.510224413,0.482970391,0.474540106,1,75000,1,Bad,1,0,1,0,0,0,0,1,0,0
80467.54,8677.01,238,158,204,0,0,0,0,2,1,0,1,0.659283267,0.605219393,0.638150995,0.702014278,1,89000,0,Good,0,0,0,0,0,0,0,0,0,1
68351.72,11225.47,385,181,334,0,0,0,0,4,6,0,0,0.458110628,0.543244076,0.503142076,0.416679023,0,92000,0,Good,0,0,1,0,1,0,0,0,0,0
86463.15,13974.78,282,148,232,2,1,1,6794.43,3,4,0,0,0.515227872,0.554263725,0.596948424,0.61677801,0,94000,1,Bad,0,0,0,0,0,0,0,0,0,1
137276.95,99999,266,136,222,0,0,0,0,4,4,0,0,0.431226884,0.369563657,0.461379035,0.374297719,0,103000,1,Bad,0,0,0,0,0,0,0,1,0,0
100820.36,12585,257,123,239,0,0,0,0,3,4,0,0,0.529406647,0.481155775,0.538941864,0.490074487,0,104000,0,Good,0,1,0,0,0,1,0,0,0,0
70975.85,10937.45,251,121,247,0,0,0,0,5,8,1,0,0.397984278,0.564097628,0.54278274,0.33696894,0,75000,0,Good,1,0,0,0,0,0,0,0,1,0
91278.75,15753.44,247,93,186,0,0,0,0,3,6,0,1,0.735675304,0.581357425,0.673317028,0.673287997,0,101000,1,Bad,0,0,0,0,0,1,0,0,0,0
74663.84,11129.53,350,163,303,0,0,0,0,1,3,0,0,0.612671896,0.677175247,0.677544529,0.644156279,1,102000,0,Good,0,0,1,0,0,1,0,0,0,0
93446.14,15570.39,378,179,361,2,0,1,11240.51,4,7,1,0,0.486248545,0.653237275,0.390630668,0.495927636,0,75000,1,Bad,0,0,1,0,0,0,1,0,0,0
56810.29,10840.14,354,166,300,0,0,0,0,1,2,0,0,0.514291829,0.630510209,0.59733605,0.504383438,0,81000,0,Good,0,0,1,0,0,0,0,0,0,1
88636.62,9208.82,261,147,237,0,0,0,0,6,11,0,0,0.508710879,0.600308454,0.572664754,0.490074487,0,68000,1,Bad,0,1,0,0,0,0,1,0,0,0
115513.54,18012,275,126,267,1,0,0,0,3,8,0,0,0.549899641,0.461308006,0.548765541,0.586759619,0,75000,1,Bad,1,0,0,0,0,0,1,0,0,0
70113.68,11167.29,281,139,274,2,1,1,5919.82,2,3,0,0,0.581434788,0.540483889,0.506139077,0.615285292,0,89000,1,Bad,0,0,0,0,0,0,0,1,0,0
50384.84,10173.15,273,163,266,0,0,0,0,1,1,1,0,0.586516157,0.607222173,0.694381857,0.57740379,0,56000,0,Good,0,0,0,0,0,0,0,0,1,0
35479.34,6677.08,237,129,221,2,1,1,12761.01,0,1,0,1,0.329558635,0.341911298,0.365584256,0.308723235,0,58000,1,Bad,0,0,0,1,0,0,0,0,0,0
97429.01,13665.51,359,170,328,0,0,0,0,0,1,0,0,0.430246728,0.391525694,0.467332908,0.374702293,1,55000,0,Good,0,0,1,0,1,0,0,0,0,0
95726.81,6676.67,217,156,205,0,0,0,0,1,1,0,0,0.6065795,0.690933453,0.603438239,0.591846464,0,97000,1,Bad,0,0,0,0,0,0,0,0,0,1
76975.77,9146.67,286,116,281,0,0,0,0,2,3,0,0,0.42687588,0.601523497,0.598159612,0.436511615,0,65000,0,Good,0,0,0,0,1,0,0,0,0,0
113799.12,17165,205,109,186,2,1,1,12005.8,2,2,1,1,0.659709158,0.547545246,0.615704425,0.673581711,0,96000,1,Bad,0,0,0,0,0,0,1,0,0,0
59836.18,11991.57,346,151,346,0,0,0,0,1,3,0,1,0.626711509,0.728341275,0.592392665,0.49094707,0,75000,0,Good,1,0,1,0,1,0,0,0,0,0
108595.36,16810.57,330,158,314,0,0,0,0,0,4,0,0,0.454673897,0.434536601,0.503276327,0.432148534,0,76000,0,Good,0,0,1,1,0,0,0,0,0,0
102266.77,16391.87,287,160,242,0,0,0,0,0,0,0,0,0.526905111,0.589292777,0.432647876,0.421362808,0,76000,0,Good,0,0,0,0,0,0,0,0,0,1
98306.31,13242.36,336,167,317,2,0,1,10186.13,2,5,0,0,0.677082621,0.888564417,0.650671551,0.678511255,0,86000,1,Bad,0,0,1,0,0,0,1,0,0,0
107886.34,15959.79,200,52,190,0,0,0,0,1,2,0,0,0.562563309,0.505538703,0.532821775,0.548716897,1,60000,1,Bad,0,0,0,0,1,0,0,0,0,0
91720.3,12538.67,315,148,270,0,0,0,0,1,2,0,0,0.419337965,0.426236147,0.545860815,0.399464831,0,55000,0,Good,0,0,1,0,1,0,0,0,0,0
94532.71,14724.6,353,180,301,0,0,0,0,5,8,0,0,0.491012963,0.512440662,0.551774566,0.490074487,0,86000,0,Good,0,1,1,0,1,0,0,0,0,0
50687.82,9828.1,216,147,203,0,0,0,0,5,11,0,1,0.455671778,0.511891008,0.545373746,0.438270589,0,65000,0,Good,0,0,0,0,0,0,0,0,0,1
94357.18,9159.43,266,120,182,0,0,0,0,1,3,0,0,0.566145157,0.499542581,0.522225521,0.552866897,0,66000,0,Good,0,0,0,0,0,1,0,0,0,0
76869.88,13861.77,342,156,307,0,0,0,0,0,1,0,0,0.371101323,0.465155032,0.303800458,0.335714511,0,67000,0,Good,0,0,1,0,0,0,0,0,0,1
88970.58,12890.77,275,156,267,2,1,1,12401.35,1,3,0,0,0.553442187,0.45630177,0.591488205,0.681741336,1,111000,1,Bad,0,0,0,0,0,0,0,0,1,0
103742.7,13683.66,317,159,251,0,0,0,0,0,2,0,0,0.621967713,0.583872481,0.482954805,0.474608468,0,64000,0,Good,0,0,1,0,0,0,0,1,0,0
118970.57,15783.79,437,220,391,0,0,0,0,3,7,0,0,0.541087947,0.505864199,0.484130587,0.571513266,0,89000,0,Good,0,0,1,1,0,0,0,0,0,0
72804.17,8147.27,328,154,264,0,0,0,0,0,1,0,0,0.636220532,0.672644735,0.614842429,0.614632694,0,57000,1,Bad,0,0,1,0,0,0,0,0,0,1
137668.6,14696.37,251,144,187,0,0,0,0,0,1,0,0,0.618346676,0.664668773,0.630192646,0.559266612,0,70000,0,Good,0,0,0,0,0,0,0,0,1,0
72700.13,13928.57,284,152,275,0,0,0,0,1,5,0,0,0.490935131,0.429485536,0.471614779,0.476845965,0,68000,0,Good,0,0,0,1,0,0,0,0,0,0
119577.55,19537.92,343,161,313,0,0,0,0,0,1,0,0,0.595459145,0.597555518,0.5483175,0.656144432,0,93000,1,Bad,0,0,1,0,0,0,1,0,0,0
87630.45,9961.85,243,141,214,0,0,0,0,0,0,0,0,0.523122114,0.504107078,0.577491442,0.471423768,1,84000,0,Good,0,0,0,1,0,0,0,0,0,0
113018.6,13520.98,303,163,280,0,0,0,0,3,5,2,1,0.508908831,0.388018397,0.552664942,0.490074487,1,67000,0,Good,0,1,1,1,0,0,0,0,0,0
91180.89,9656.72,272,140,225,0,0,0,0,2,1,0,1,0.581229023,0.621807419,0.552442459,0.682829234,0,94000,0,Good,0,0,0,1,0,0,0,0,0,0
87175.98,13897.74,325,168,287,0,0,0,0,2,1,0,0,0.422491942,0.366920105,0.309255595,0.490074487,0,56000,0,Good,0,1,1,0,1,0,0,0,0,0
168774.21,99999,377,205,346,0,0,0,0,0,1,1,0,0.473161463,0.601582935,0.451628197,0.436262698,1,71000,0,Good,0,0,1,1,0,0,0,0,0,0
66431.28,11551.25,275,154,266,0,0,0,0,2,5,0,0,0.682408333,0.587213296,0.56683036,0.645807822,0,108000,0,Good,0,0,0,0,0,0,0,0,1,0
164331.92,99999,252,134,160,0,0,0,0,6,10,0,0,0.432417583,0.529943078,0.446525095,0.516599374,0,60000,1,Bad,0,0,0,0,0,0,1,0,0,0
127108.24,19424.05,267,165,219,0,0,0,0,2,2,0,1,0.541539682,0.715169217,0.475314682,0.536007074,0,59000,1,Bad,0,0,0,0,0,1,0,0,0,0
80701.81,14387.89,185,124,185,0,0,0,0,3,4,0,0,0.608013832,0.697805412,0.652268941,0.505190496,1,81000,1,Bad,0,0,0,0,0,0,0,0,1,0
95132.26,10881.09,342,192,297,0,0,0,0,0,1,0,0,0.488962925,0.462704219,0.510866857,0.520075774,1,93000,0,Good,0,0,1,1,0,0,0,0,0,0
56263.32,9397.63,188,92,155,0,0,0,0,6,8,0,1,0.545804764,0.552611641,0.484915545,0.353804234,0,69000,0,Good,0,0,0,1,0,0,0,0,0,0
134555.14,17788.31,232,107,165,0,0,0,0,0,0,0,1,0.588882075,0.598806115,0.558889642,0.511887399,1,83000,0,Good,0,0,0,0,0,0,0,0,1,0
112471.05,15508.52,303,145,297,2,1,1,4545.67,2,5,0,0,0.532898806,0.433332065,0.542969687,0.456882721,0,57000,1,Bad,0,0,1,0,0,0,0,0,1,0
132557.96,17892.44,358,188,323,0,0,0,0,2,5,1,1,0.399475524,0.48984452,0.442157365,0.43469678,1,92000,0,Good,0,0,1,0,0,0,0,0,0,1
106445.18,15087.87,319,172,291,4,2,1,28644.74,2,3,0,0,0.483515429,0.680339977,0.436629716,0.436738809,0,120000,1,Bad,0,0,1,0,1,0,0,0,0,0
105372.14,17678.12,276,139,259,0,0,0,0,0,2,0,0,0.49442038,0.539019636,0.605168992,0.505887991,0,51000,0,Good,0,0,0,0,1,0,0,0,0,0
70966.67,11486.41,267,130,245,0,0,0,0,1,4,0,1,0.465583651,0.549732082,0.554020199,0.36279399,0,72000,1,Bad,0,0,0,1,0,0,0,0,0,0
68707.37,11189.11,306,138,242,0,0,0,0,0,1,0,0,0.458050374,0.445432672,0.59823749,0.440988667,1,71000,0,Good,0,0,1,0,0,0,0,0,1,0
73701.98,10530.16,377,188,326,0,0,0,0,1,3,0,0,0.712746223,0.689557843,0.52656609,0.490074487,0,59000,0,Good,0,1,1,0,0,0,0,0,0,1
94384.02,16538.86,329,165,277,0,0,0,0,4,9,0,0,0.678443814,0.659470864,0.640285285,0.649344831,1,85000,1,Bad,0,0,1,0,0,0,0,0,1,0
142213.76,17080.1,208,145,195,0,0,0,0,0,1,0,0,0.629246359,0.654419828,0.51889355,0.563035382,1,91000,1,Bad,0,0,0,0,0,1,0,0,0,0
111750.49,14594.19,424,221,400,0,0,0,0,0,0,0,0,0.666650723,0.707709586,0.67832096,0.631567783,0,84000,0,Good,0,0,1,1,0,0,0,0,0,0
83540.26,11147.05,253,147,176,0,0,0,0,0,2,0,0,0.580575859,0.459667921,0.457240503,0.57706343,0,38000,0,Good,0,0,0,0,1,0,0,0,0,0
91237.9,11811.82,333,194,288,2,1,1,8236.37,2,4,2,1,0.375408091,0.242077464,0.391766998,0.359134241,1,75000,1,Bad,1,0,1,0,1,0,0,0,0,0
99176.36,13099.71,167,100,166,2,1,1,9785.36,3,1,0,0,0.423483208,0.436891058,0.334942439,0.434655175,0,88000,1,Bad,0,0,0,0,0,0,0,0,0,1
111003.4,18714.8,327,169,307,0,0,0,0,0,1,0,0,0.459382502,0.478343919,0.39726965,0.462352016,1,94000,0,Good,0,0,1,0,0,1,0,0,0,0
101476.21,12622.57,238,143,233,0,0,0,0,0,0,0,0,0.599857108,0.57439134,0.526106799,0.476692675,0,108000,0,Good,0,0,0,0,0,0,0,0,1,0
92220.39,14987.22,279,115,279,3,1,1,15671.19,1,4,1,0,0.540311955,0.516794397,0.490848897,0.39955857,1,56000,1,Bad,0,0,0,0,0,0,0,0,0,1
68683.77,10847.95,301,128,290,3,1,1,12793.19,2,2,0,0,0.311570721,0.481059577,0.364365437,0.25156407,0,79000,1,Bad,0,0,1,0,0,0,0,0,1,0
57143.28,10745.33,316,161,245,0,0,0,0,0,3,0,0,0.565835803,0.441340407,0.509412705,0.480501493,0,66000,0,Good,0,0,1,0,1,0,0,0,0,0
68151.33,12084.9,247,127,229,3,1,1,15147.02,4,9,0,0,0.621169569,0.634747213,0.710189893,0.553482057,0,94000,1,Bad,0,0,0,0,0,0,0,0,0,1
76649.02,13175.92,263,144,222,0,0,0,0,0,4,0,0,0.687990602,0.723124376,0.651436489,0.490074487,0,59000,1,Bad,0,1,0,0,0,0,0,0,1,0
68348.26,8880.69,202,88,181,3,2,1,17191.47,3,6,0,0,0.521343849,0.59973538,0.527251455,0.557029744,0,90000,1,Bad,0,0,0,0,0,1,0,0,0,0
83728.08,10635.18,295,162,283,0,0,0,0,4,5,0,0,0.4267783,0.592099899,0.415795846,0.413394952,0,60000,0,Good,0,0,0,0,0,0,1,0,0,0
73828.09,9807.55,249,138,229,0,0,0,0,1,3,1,0,0.518571045,0.571841933,0.392909794,0.507225827,0,73000,1,Bad,0,0,0,0,0,0,1,0,0,0
99683.61,14943.73,210,151,162,0,0,0,0,0,0,0,0,0.40129099,0.394466764,0.398623337,0.359615471,0,79000,0,Good,0,0,0,0,1,0,0,0,0,0
100318.77,11711.11,321,203,247,0,0,0,0,0,0,0,0,0.551694992,0.442775468,0.460245553,0.702407153,0,67000,1,Bad,0,0,1,0,0,0,1,0,0,0
52835.28,10973.86,325,200,316,0,0,0,0,2,3,0,0,0.611984135,0.634046592,0.599722719,0.516649097,0,53000,0,Good,0,0,1,1,0,0,0,0,0,0
121243.34,16672.42,332,152,309,0,0,0,0,2,3,1,1,0.254601123,0.300873403,0.315113989,0.297627883,0,65000,0,Good,0,0,1,0,0,0,0,0,1,0
120662.55,15417.55,208,159,184,3,1,1,21440.38,1,3,0,0,0.499439675,0.51715034,0.595936516,0.519053015,1,110000,1,Bad,0,0,0,0,0,0,0,0,0,1
79791.8,5871.48,275,163,216,0,0,0,0,1,3,0,0,0.678840529,0.620682028,0.724844568,0.698899837,0,77000,1,Bad,0,0,0,0,0,0,0,0,1,0
83656.2,12063.68,351,177,342,0,0,0,0,0,0,0,0,0.643057778,0.650381455,0.643064313,0.675800697,0,64000,0,Good,0,0,1,0,0,0,0,0,0,1
85766.18,17178.31,275,142,219,0,0,0,0,0,2,0,0,0.380904436,0.398337675,0.354203922,0.331718916,0,76000,0,Good,0,0,0,0,0,0,0,1,0,0
79382.81,15643.92,373,170,329,0,0,0,0,6,9,0,0,0.644346155,0.584624075,0.731537387,0.576887243,0,57000,1,Bad,0,0,1,0,0,0,0,0,0,1
95212.96,12785.71,325,179,301,0,0,0,0,2,6,0,0,0.483549623,0.431068836,0.475263306,0.449282948,0,66000,1,Bad,0,0,1,0,0,0,0,1,0,0
64788.84,5138.09,216,97,196,0,0,0,0,0,0,0,0,0.57000385,0.668107432,0.556170445,0.530722406,1,61000,1,Bad,0,0,0,0,0,0,0,0,0,1
113392.06,12263.52,451,195,337,0,0,0,0,0,2,0,0,0.413956056,0.50638876,0.446996269,0.5687118,0,98000,0,Good,0,0,1,0,0,0,0,0,0,1
37333.67,4396.74,234,143,205,1,0,0,0,1,1,0,0,0.274564598,0.259038955,0.312690579,0.285752186,0,74000,1,Bad,0,0,0,0,0,1,0,0,0,0
145569.09,99999,211,126,190,3,1,1,16147.88,3,4,0,1,0.360413027,0.454171075,0.267180741,0.33560898,0,86000,1,Bad,0,0,0,0,0,1,0,0,0,0
111329.23,14578.88,261,156,232,0,0,0,0,4,6,0,1,0.52328217,0.488977153,0.538054789,0.475361118,0,68000,0,Good,0,0,0,0,0,0,0,0,1,0
62509.56,7447.31,290,135,265,0,0,0,0,0,3,0,0,0.567147889,0.616810893,0.675217062,0.490074487,0,81000,0,Good,0,1,0,0,0,0,0,1,0,0
76121.89,13206.07,365,178,309,0,0,0,0,0,2,1,0,0.342615308,0.403904544,0.348570418,0.344658206,0,43000,0,Good,0,0,1,0,0,0,1,0,0,0
126851.26,99999,310,165,279,0,0,0,0,0,0,0,0,0.575772252,0.549296091,0.528925732,0.613442606,0,68000,1,Bad,0,0,1,0,0,0,0,1,0,0
60372.35,10394.15,302,184,288,3,1,1,15721.71,4,7,0,0,0.410574361,0.387860553,0.425985167,0.462177691,0,75000,1,Bad,1,0,1,1,0,0,0,0,0,0
89215.37,16276.25,331,165,295,1,0,0,0,4,9,0,0,0.793685592,0.821756299,0.694073399,0.701492932,0,90000,1,Bad,0,0,1,0,0,0,0,0,0,1
135148.82,17070.89,305,153,294,0,0,0,0,0,0,0,0,0.621906407,0.640254734,0.64894809,0.541026473,1,32000,0,Good,0,0,1,0,0,0,0,1,0,0
125948.76,19454.62,302,121,293,0,0,0,0,0,0,1,0,0.593622097,0.589419498,0.495173464,0.514622382,0,90000,1,Bad,0,0,1,0,0,0,0,0,0,1
104979.99,15045.95,366,197,357,0,0,0,0,5,10,0,0,0.492731759,0.511543992,0.42866809,0.508171285,0,82000,0,Good,0,0,1,0,0,0,0,0,1,0
106387.64,15938.48,219,78,204,0,0,0,0,0,3,0,0,0.442490285,0.456023731,0.435727348,0.398953374,0,39000,0,Good,0,0,0,0,0,0,1,0,0,0
110746.56,11561.82,276,119,242,0,0,0,0,7,11,0,0,0.365972355,0.52264001,0.33787312,0.314776186,1,57000,0,Good,0,0,0,0,0,0,1,0,0,0
83277.06,15023.94,323,133,262,0,0,0,0,2,5,0,1,0.510988939,0.430557839,0.385285664,0.568381899,0,64000,0,Good,0,0,1,0,1,0,0,0,0,0
95237.59,11606.37,412,221,400,0,0,0,0,2,4,0,0,0.624188712,0.6816195,0.571753213,0.502343313,1,46000,1,Bad,0,0,1,0,0,0,0,1,0,0
130146.38,14928.51,323,136,304,0,0,0,0,0,0,0,1,0.490323149,0.609643469,0.451949246,0.458616789,1,70000,0,Good,0,0,1,0,1,0,0,0,0,0
108803.91,18223.15,231,106,143,0,0,0,0,2,1,0,0,0.489896622,0.367660414,0.563369948,0.488163204,1,54000,0,Good,0,0,0,0,0,0,1,0,0,0
73342.32,11053.01,358,176,351,0,0,0,0,2,4,0,0,0.615805853,0.558761521,0.538703778,0.597552507,0,80000,0,Good,0,0,1,0,0,0,0,0,0,1
116667.01,13624.41,198,91,170,0,0,0,0,1,0,0,0,0.455767746,0.528714677,0.620657858,0.336746426,0,58000,0,Good,0,0,0,0,1,0,0,0,0,0
114220.06,15996.76,316,144,284,2,0,1,5284.64,0,3,1,0,0.586142394,0.583285898,0.670053172,0.512044721,1,67000,1,Bad,0,0,1,1,0,0,0,0,0,0
115353.5,13644.19,297,153,255,0,0,0,0,2,5,0,0,0.428786861,0.35954499,0.488466708,0.357628352,0,80000,0,Good,0,0,0,0,0,0,0,1,0,0
145057.4,99999,178,76,168,0,0,0,0,2,5,0,1,0.430804193,0.456377979,0.494790435,0.413183885,0,50000,1,Bad,0,0,0,0,0,1,0,0,0,0
135885.6,99999,189,106,175,0,0,0,0,1,2,1,0,0.575358484,0.591130465,0.48100249,0.490074487,0,58000,1,Bad,0,1,0,1,0,0,0,0,0,0
121302.52,13753.78,345,144,288,1,0,0,0,5,9,0,0,0.493425987,0.523898558,0.586523421,0.582588289,0,75000,0,Good,1,0,1,0,0,0,0,1,0,0
112685.87,14658.46,300,172,292,0,0,0,0,0,1,0,0,0.64260604,0.594066104,0.624267751,0.543956745,0,87000,0,Good,0,0,1,0,0,1,0,0,0,0
75095.86,10270.17,186,101,165,0,0,0,0,2,4,0,0,0.649311156,0.475461045,0.554659949,0.623434058,0,70000,1,Bad,0,0,0,0,1,0,0,0,0,0
93706.72,13911.79,277,104,264,1,0,0,0,3,4,0,0,0.684592211,0.598267062,0.619013695,0.591901393,0,94000,1,Bad,0,0,0,1,0,0,0,0,0,0
114966.03,13513.17,297,161,221,0,0,0,0,2,5,0,0,0.490382407,0.493791559,0.388148171,0.4010428,0,73000,0,Good,0,0,0,0,1,0,0,0,0,0
117691.6,17342.27,224,112,201,2,1,1,6594.36,3,8,0,0,0.509401406,0.519243859,0.539402359,0.492170314,1,83000,1,Bad,0,0,0,0,0,0,0,0,1,0
74277.08,13181.96,261,121,228,0,0,0,0,3,4,0,0,0.574728269,0.632600217,0.583488172,0.508246379,0,73000,1,Bad,0,0,0,0,1,0,0,0,0,0
81517.37,16973.85,200,97,199,0,0,0,0,0,0,0,0,0.357555863,0.228997181,0.425145928,0.24187914,0,57000,1,Bad,0,0,0,0,0,0,0,0,1,0
86326.56,10727.63,241,131,194,2,1,1,13103.41,3,7,0,0,0.479768707,0.580658404,0.64479228,0.414065308,0,89000,1,Bad,0,0,0,1,0,0,0,0,0,0
132728.84,18885.83,273,130,255,0,0,0,0,5,8,1,1,0.548647597,0.492626479,0.495002243,0.600885276,0,82000,1,Bad,0,0,0,0,0,1,0,0,0,0
96212.53,13986.41,263,165,258,0,0,0,0,0,0,0,0,0.643691637,0.65639642,0.698763247,0.642131602,0,38000,1,Bad,0,0,0,0,0,1,0,0,0,0
111132.25,15516.76,311,172,293,0,0,0,0,3,8,0,0,0.385663881,0.400443501,0.431303099,0.43571014,0,74000,0,Good,0,0,1,1,0,0,0,0,0,0
93255.17,12111.57,313,194,288,0,0,0,0,0,0,0,0,0.566201369,0.465600537,0.710999239,0.593777443,0,84000,1,Bad,0,0,1,0,0,0,1,0,0,0
109158.46,12527.45,307,153,297,0,0,0,0,6,13,0,0,0.5475383,0.553147009,0.528606815,0.446455526,0,70000,0,Good,0,0,1,1,0,0,0,0,0,0
99737.6,11446,350,215,314,0,0,0,0,0,0,0,0,0.221966752,0.328420436,0.265425821,0.311562579,0,64000,0,Good,0,0,1,0,0,0,1,0,0,0
47241.37,6592.24,388,155,314,0,0,0,0,3,6,0,0,0.580342019,0.676481283,0.515969699,0.438941195,0,75000,1,Bad,1,0,1,0,0,0,0,1,0,0
121038.2,17652.55,388,213,354,0,0,0,0,1,0,0,0,0.277245582,0.422828305,0.409367869,0.136226627,0,74000,1,Bad,0,0,1,0,0,0,0,1,0,0
97115.3,12409.33,187,104,163,0,0,0,0,6,8,0,0,0.727527043,0.659767935,0.723570646,0.569810632,0,62000,1,Bad,0,0,0,0,0,0,0,0,0,1
101810.37,16361.08,264,116,248,0,0,0,0,4,9,0,0,0.454100846,0.623963234,0.470399765,0.414220986,0,57000,0,Good,0,0,0,0,0,0,0,1,0,0
44485.34,9889.7,318,152,301,0,0,0,0,1,2,0,0,0.779794932,0.745730762,0.891211053,0.811195063,1,56000,0,Good,0,0,1,0,0,1,0,0,0,0
85935.91,11322.27,247,128,247,0,0,0,0,4,5,0,0,0.339849047,0.285047079,0.27441697,0.202017813,0,74000,0,Good,0,0,0,1,0,0,0,0,0,0
127245.04,18213.06,322,164,288,0,0,0,0,4,6,0,0,0.538224229,0.521384385,0.609663735,0.580046437,1,44000,0,Good,0,0,1,0,0,0,0,1,0,0
73402.05,9350.43,342,202,314,1,0,0,0,0,0,0,0,0.524490622,0.51093551,0.436110974,0.574021344,0,47000,0,Good,0,0,1,0,0,0,0,1,0,0
46191.16,8239.26,285,111,273,1,0,0,0,0,0,0,0,0.482502195,0.466497988,0.388569037,0.445270603,0,90000,1,Bad,0,0,0,0,0,0,1,0,0,0
94539.4,12917.33,204,96,192,0,0,0,0,3,5,0,0,0.482675967,0.42560332,0.449622915,0.495841744,1,58000,0,Good,0,0,0,0,0,0,1,0,0,0
68997.37,11458.85,283,149,273,0,0,0,0,0,0,0,0,0.55114541,0.56974043,0.558474215,0.521865639,0,96000,0,Good,0,0,0,0,0,0,0,0,0,1
126066.82,13480.4,280,115,266,0,0,0,0,0,0,0,0,0.48009127,0.560990007,0.470044444,0.490396121,1,77000,0,Good,0,0,0,0,1,0,0,0,0,0
99194.69,15769.41,348,164,338,2,1,1,13481.59,3,5,1,1,0.378878729,0.366011458,0.617916637,0.33878264,0,75000,1,Bad,1,0,1,0,0,1,0,0,0,0
106228.27,13813.31,327,134,290,0,0,0,0,1,4,0,0,0.47375395,0.440378346,0.420342762,0.382812568,0,89000,0,Good,0,0,1,0,0,0,0,1,0,0
116867.45,15269.78,348,152,335,0,0,0,0,0,1,1,0,0.475470978,0.46686726,0.293183275,0.445479752,0,75000,0,Good,1,0,1,1,0,0,0,0,0,0
77669.87,13824.05,265,135,205,2,0,1,3564.21,2,4,0,0,0.505255564,0.34790499,0.547657045,0.496849005,1,100000,1,Bad,0,0,0,0,0,0,0,0,0,1
119499.46,18365.1,216,122,157,3,1,1,15329.82,0,1,0,0,0.372544208,0.334805314,0.402954237,0.503144836,1,75000,1,Bad,0,0,0,0,0,0,0,0,1,0
102297.94,14768.97,149,123,126,0,0,0,0,1,4,0,0,0.689342796,0.731688794,0.685302211,0.699774958,0,79000,1,Bad,0,0,0,0,0,0,0,1,0,0
59651.94,7785.95,210,126,200,0,0,0,0,4,8,0,0,0.479335563,0.486833435,0.349427296,0.460461505,0,65000,1,Bad,0,0,0,1,0,0,0,0,0,0
