tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_ 36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,States,Default_ind,goodbad
89716.58,13178.81,278,119,275,0,0,0,0,0,0,0,0,0.489143232,0.408203687,0.527995674,0.573402676,0,73000,AL,0,Good
90755.27,14146.63,272,134,237,0,0,0,0,3,6,0,0,0.479923087,0.467313276,0.427442428,0.444927531,1,62000,NC,0,Good
45033.15,8952.83,245,125,195,0,0,0,0,0,0,0,0,0.389131217,0.510653391,0.402684853,0.398850645,1,86000,SC,1,Bad
136516.77,15541.17,311,152,286,0,0,0,0,0,3,0,0,0.372917846,0.371987302,0.600219545,0.443578081,1,99000,MS,0,Good
108893.2,15921.36,288,169,248,0,0,0,0,3,5,0,0,0.449393573,0.545323237,0.560019508,0.433366587,0,42000,GA,0,Good
110266.57,12265.96,221,142,213,0,0,0,0,1,3,0,0,0.5438145,0.414245571,0.664076946,,0,,AL,0,Good
91194.05,14102.39,300,142,282,0,0,0,0,1,2,0,0,0.532190408,0.515683102,0.526442378,0.465042308,0,57000,LA,0,Good
105798.19,13211.33,202,110,163,0,0,0,0,4,5,0,0,0.441483252,0.418366034,0.405962199,0.513929849,0,73000,SC,0,Good
109485.51,16362.8,299,162,293,0,0,0,0,2,4,1,0,0.448196619,0.505837562,0.436242707,0.487023942,0,55000,FL,0,Good
154461.87,16977.05,215,106,190,0,0,0,0,0,1,0,0,0.529668646,0.631359163,0.497635277,0.46435973,0,78000,FL,1,Bad
91710.37,11148.43,292,127,291,0,0,0,0,2,5,0,0,0.484059128,0.45650507,0.406357507,0.399583467,0,81000,FL,0,Good
109966.6,19140.41,374,161,330,0,0,0,0,5,7,0,0,0.655387086,0.617761951,0.605074621,0.628228675,1,98000,LA,0,Good
87086.88,13409,185,94,184,0,0,0,0,2,2,0,1,0.716509753,0.725389921,0.54969093,0.74431671,0,78000,SC,0,Good
106600.15,15212.22,313,155,300,0,0,0,0,2,3,0,0,0.372280899,0.350872716,0.42919351,0.331694699,0,88000,NC,0,Good
94868.02,12045.56,291,150,291,0,0,0,0,1,2,0,0,0.251248876,0.22733134,0.300580445,0.320349455,1,99000,GA,0,Good
78375.71,11658.32,393,201,328,0,0,0,0,0,1,0,0,0.34283843,0.2787594,0.421440693,,0,96000,LA,0,Good
93700.93,12663.38,212,116,202,0,0,0,0,3,7,0,0,0.463018746,0.3825698,0.425029693,0.562948969,0,104000,LA,0,Good
115650.17,16246.67,317,141,239,0,0,0,0,1,5,0,0,0.373696956,0.369699756,0.271005902,0.331474933,0,97000,LA,0,Good
46970.79,8376.4,269,138,241,0,0,0,0,2,6,0,0,0.346197052,0.377570255,0.386937752,0.284784129,0,70000,AL,0,Good
123982.89,15388.56,234,153,210,0,0,0,0,5,6,0,0,0.505290906,0.414186519,0.570503813,0.373601886,0,63000,AL,1,Bad
86052.36,12758.43,242,144,240,0,0,0,0,2,1,0,0,0.470112144,0.47421248,0.497567158,0.55957203,0,45000,SC,0,Good
138352.05,13605.14,347,178,292,0,0,0,0,3,4,0,0,0.34073594,0.32870413,0.444935727,0.193094213,0,,SC,0,Good
85069.57,9469.36,353,162,288,0,0,0,0,2,4,1,0,0.375562945,0.372104675,0.31043413,0.373492355,0,61000,GA,0,Good
108992.26,14183.58,310,123,307,0,0,0,0,2,6,0,0,0.517628589,0.504233003,0.399183387,0.449978758,0,56000,FL,0,Good
78644.87,9928.28,295,169,244,0,0,0,0,1,2,0,0,0.569817193,0.407885615,0.659368032,0.456393322,1,44000,GA,0,Good
100671.43,15612.39,342,151,292,0,0,0,0,1,2,0,1,0.541426293,0.580527185,0.416155838,0.511771657,0,74000,MS,0,Good
82944.8,11890.39,337,173,318,0,0,0,0,0,0,0,0,0.502469631,0.326659458,0.402482748,0.501516937,0,85000,GA,0,Good
111105.83,15921.35,356,179,299,0,0,0,0,2,1,0,0,0.603071597,0.638258225,0.599591187,0.570728822,0,86000,MS,0,Good
82807.19,13189.65,332,158,320,0,0,0,0,0,0,1,0,0.309849612,0.445415272,0.351985756,0.355700094,0,70000,LA,0,Good
79707.75,10174.84,227,137,225,0,0,0,0,1,2,0,0,0.548944452,0.62134959,0.628457488,0.615977685,0,75000,AL,0,Good
57165.81,10762.78,269,161,235,0,0,0,0,2,5,0,1,0.677272118,0.483873456,0.668561235,0.688859622,0,96000,FL,0,Good
83429.53,14700.52,242,84,228,0,0,0,0,0,0,0,0,0.584974082,0.586157199,0.476454408,0.624391665,1,73000,FL,0,Good
125277.36,17279.86,251,140,224,0,0,0,0,5,10,0,0,0.428030905,0.391479501,0.432956644,0.496043244,1,75000,FL,0,Good
74195.2,14522.68,327,164,280,0,0,0,0,0,0,0,0,0.577567435,0.52780734,0.556404536,0.654315337,1,67000,LA,0,Good
106123.78,10909.14,343,199,302,0,0,0,0,4,7,0,0,0.565271897,0.552750433,0.544322246,0.504966789,1,47000,AL,0,Good
94871.87,15463.69,311,211,274,0,0,0,0,0,0,0,0,0.595693862,0.593633765,0.623808807,,0,74000,NC,0,Good
107427.75,14320.57,281,146,268,0,0,0,0,0,0,0,0,0.597778532,0.535918963,0.621795818,0.682536258,0,69000,GA,0,Good
98318.94,14637.01,272,121,258,0,0,0,0,4,8,1,1,0.485957464,0.51374936,0.545070739,0.473468779,0,58000,AL,0,Good
74510.51,11286.08,187,139,180,2,0,1,4337.67,7,10,1,0,0.650492336,0.646996663,0.619915772,,0,76000,NC,1,Bad
71876.19,11067.04,381,183,359,0,0,0,0,0,0,0,0,0.469371361,0.327046833,0.584575776,0.46305314,0,83000,NC,0,Good
133659.53,18364.58,347,205,291,0,0,0,0,0,3,0,0,0.493993328,0.603898672,0.608474888,0.506280114,1,96000,NC,0,Good
98966.9,17104.39,289,145,283,0,0,0,0,5,12,0,0,0.441938848,0.435629901,0.524893228,0.554521534,0,56000,AL,0,Good
106012.94,15256.94,240,95,184,0,0,0,0,0,0,0,0,0.469317734,0.517975471,0.544727176,0.426958667,0,47000,SC,0,Good
110423.97,10936.53,438,220,389,0,0,0,0,0,0,0,1,0.374829215,0.386979785,0.355068374,0.324196597,1,63000,LA,0,Good
114794.17,15911.37,369,215,358,0,0,0,0,0,4,0,0,0.67380755,0.696335178,0.741292688,,0,65000,SC,0,Good
163299.33,99999,228,101,217,0,0,0,0,2,5,0,0,0.550849131,0.55684161,0.452535192,0.519116189,0,65000,AL,0,Good
69391.5,10421.4,354,178,344,0,0,0,0,2,4,0,0,0.3847862,0.572566227,0.391919628,0.362957148,0,68000,GA,0,Good
104962.21,13615.66,337,132,290,0,0,0,0,3,5,1,0,0.456070529,0.531822003,0.368777546,0.432880399,0,,FL,0,Good
88591.51,11669.22,284,139,208,0,0,0,0,5,6,0,0,0.591272899,0.628272007,0.648317657,0.516453852,1,68000,LA,1,Bad
107383,12634.35,290,177,282,0,0,0,0,0,0,0,0,0.53784696,0.43737158,0.58853487,0.4163154,1,,FL,0,Good
45853.75,9379.43,189,104,159,0,0,0,0,4,8,0,0,0.841354127,0.77841703,0.77033951,0.802932463,0,50000,SC,1,Bad
119888.97,14478.12,141,72,139,0,0,0,0,0,2,0,0,0.449590122,0.418998589,0.401012015,,1,79000,SC,0,Good
122221.5,16688.47,314,123,284,0,0,0,0,4,8,0,0,0.465422928,0.468725371,0.594464876,0.46188474,0,,GA,0,Good
70119.63,11498.78,357,170,327,0,0,0,0,4,11,0,0,0.456204038,0.41335362,0.443964165,0.498900519,0,103000,SC,0,Good
80056.06,12221.76,244,133,216,0,0,0,0,0,0,0,0,0.516934656,0.550038983,0.421298256,0.453710575,1,76000,GA,0,Good
111690.24,13982.74,329,179,319,0,0,0,0,0,3,0,0,0.610634435,0.679546653,0.514160636,0.590597731,1,69000,AL,0,Good
104626.32,14497.64,335,146,333,0,0,0,0,1,3,0,1,0.603498548,0.749240231,0.606349606,0.554036687,0,,AL,0,Good
107389,11155.02,240,99,223,0,0,0,0,3,7,0,0,0.426864544,0.381480119,0.422998252,0.327192205,0,59000,MS,0,Good
76229.77,13130.89,339,188,309,0,0,0,0,3,5,0,0,0.578083718,0.697572464,0.51152203,0.563238377,1,59000,GA,0,Good
85430.73,16266.11,297,137,287,0,0,0,0,1,0,0,1,0.608283168,0.649940233,0.59545172,0.629526197,0,100000,SC,0,Good
117122.67,16068.46,267,148,229,0,0,0,0,3,7,1,0,0.473680176,0.425048174,0.524088673,0.512483017,0,,NC,0,Good
84081.11,10703.81,242,132,202,0,0,0,0,0,0,0,0,0.509421224,0.603493535,0.436530535,0.511426279,0,72000,GA,0,Good
100261.12,16842.74,266,134,264,1,0,0,0,2,5,0,0,0.467732781,0.542743919,0.515396586,0.482080727,0,,LA,0,Good
99755.73,16244.72,403,178,377,0,0,0,0,0,0,0,0,0.564483398,0.57150512,0.578493946,0.483317215,0,64000,LA,0,Good
80799.1,11432.75,367,192,289,0,0,0,0,1,1,0,0,0.55803169,0.555268901,0.508990248,0.542314886,0,77000,MS,0,Good
101831.54,11007.99,214,95,199,0,0,0,0,0,0,0,1,0.625336274,0.540458069,0.633871125,,1,51000,NC,0,Good
118434.64,13662.03,212,107,196,0,0,0,0,2,2,0,0,0.461553014,0.463733451,0.505530826,0.418858134,0,,FL,0,Good
86379.91,14012.36,369,196,364,0,0,0,0,2,5,0,0,0.507234544,0.549843565,0.498927609,0.409108988,0,52000,GA,0,Good
56484.79,10866.39,323,171,308,0,0,0,0,2,5,0,0,0.614694731,0.588377036,0.464307168,0.590795167,0,57000,SC,0,Good
81723.99,14592.5,317,132,314,0,0,0,0,0,1,0,0,0.385826587,0.391306448,0.462183994,0.389604801,0,89000,MS,0,Good
84608.99,12174.46,428,203,376,0,0,0,0,3,3,1,0,0.693261126,0.50154665,0.608804527,0.665125248,0,,LA,0,Good
109780.67,12506.32,309,144,303,0,0,0,0,6,10,0,0,0.379636359,0.496615975,0.562534528,,1,87000,NC,0,Good
49432.35,8927.16,341,173,305,0,0,0,0,2,3,0,0,0.569755999,0.633896052,0.643046499,,0,76000,LA,1,Bad
135770.14,14036.71,336,157,280,0,0,0,0,3,3,0,0,0.468379658,0.50810791,0.504884285,0.51476314,1,100000,AL,0,Good
88062.33,11642.21,231,144,231,0,0,0,0,5,10,0,1,0.506431127,0.543893426,0.309148065,0.457986075,1,96000,LA,0,Good
78523.36,13902.58,241,113,192,0,0,0,0,0,0,0,0,0.545417569,0.536735015,0.610646477,0.536485057,0,55000,SC,0,Good
72804.17,8147.27,328,154,264,0,0,0,0,0,1,0,0,0.636220532,0.672644735,0.614842429,0.614632694,0,57000,SC,1,Bad
104142.31,13278.74,351,192,322,0,0,0,0,3,5,0,0,0.608882546,0.527309715,0.623767686,0.463109365,1,50000,GA,0,Good
95979.7,13787.66,242,107,224,0,0,0,0,3,6,0,0,0.495402665,0.338575134,0.524302708,0.465247522,0,65000,FL,0,Good
41667.62,7503.96,283,134,277,2,0,1,9302.02,6,8,0,0,0.484237669,0.485448492,0.463283906,0.460652411,0,71000,GA,1,Bad
103485.04,11135.33,356,216,297,0,0,0,0,2,0,0,0,0.343720967,0.474810568,0.429917608,0.341973827,0,92000,SC,0,Good
76624.49,10760.75,232,73,228,0,0,0,0,5,9,0,0,0.506816779,0.492424417,0.584622053,0.413084913,0,32000,MS,0,Good
62605.93,10622.41,249,124,225,0,0,0,0,3,9,0,0,0.441904907,0.481958908,0.540319517,0.420054469,0,69000,NC,0,Good
116148.9,15117.92,343,184,271,0,0,0,0,0,0,0,0,0.61668445,0.537891963,0.540389246,,1,,NC,0,Good
81775.36,9987.65,364,216,346,0,0,0,0,6,12,0,0,0.334804016,0.423701647,0.269569376,0.294416349,0,55000,MS,1,Bad
92820.79,10808.02,392,175,337,0,0,0,0,1,3,0,0,0.487731068,0.435798349,0.435562769,0.48907725,0,56000,FL,0,Good
114194.37,18273.32,335,165,314,0,0,0,0,1,0,1,0,0.60315452,0.666673675,0.585957936,0.685776744,1,69000,MS,0,Good
126930.22,16253.43,349,156,323,0,0,0,0,2,4,0,1,0.284771859,0.248179541,0.325580867,0.254755062,0,97000,AL,0,Good
89965.61,12299.86,263,142,261,0,0,0,0,3,3,0,0,0.648558541,0.710978801,0.646469971,0.665009506,0,81000,NC,0,Good
76161.52,10865.77,119,46,111,0,0,0,0,3,6,0,0,0.343156198,0.497620652,0.257939602,0.269901633,0,63000,SC,0,Good
112440.18,10381.46,231,73,216,0,0,0,0,1,2,1,0,0.458372779,0.364958348,0.468943749,0.545185276,0,88000,GA,0,Good
139811.79,13307.96,268,99,247,0,0,0,0,1,0,0,0,0.50137024,0.514305147,0.483305072,0.430697144,0,81000,SC,0,Good
113205.26,12701.02,316,181,274,0,0,0,0,0,0,0,0,0.559900015,0.494586873,0.491006966,0.641814031,0,70000,LA,0,Good
92655.43,14122.47,297,149,247,0,0,0,0,0,1,1,0,0.501537058,0.602287872,0.471208353,0.375524358,0,67000,GA,0,Good
61517.29,10662.67,405,182,384,0,0,0,0,0,1,0,0,0.473198212,0.394231013,0.58377495,0.507615361,1,58000,MS,0,Good
102016.45,10038.39,304,153,276,0,0,0,0,2,4,0,0,0.327472646,0.293993876,0.275407787,0.359094085,0,72000,LA,0,Good
56255.74,9169.45,340,151,308,0,0,0,0,2,3,0,0,0.428479198,0.423513489,0.529833652,0.40544643,1,98000,AL,0,Good
89854.53,15332.92,393,180,378,0,0,0,0,0,0,0,0,0.445666279,0.538923014,0.408692372,0.498771019,0,96000,MS,0,Good
81328.01,12743.51,290,190,274,0,0,0,0,3,3,0,0,0.523608456,0.425980212,0.467441661,,1,74000,MS,0,Good
91157.53,12211.4,265,183,264,0,0,0,0,4,7,0,1,0.509578735,0.563315896,0.501978282,0.367760778,0,,GA,0,Good
33824.48,10606.01,206,110,197,0,0,0,0,3,4,0,0,0.392837202,0.515088369,0.479474846,0.317259238,0,86000,MS,0,Good
93511.26,16063.13,308,131,293,0,0,0,0,2,5,0,0,0.67297159,0.637216354,0.642064385,0.557764531,0,62000,SC,0,Good
114873.18,15548.37,378,188,331,0,0,0,0,2,6,1,0,0.539119171,0.611022221,0.638605019,0.58508516,1,55000,MS,0,Good
42898.77,8369.7,351,184,295,0,0,0,0,0,2,1,0,0.467117124,0.539104969,0.505713902,0.414600356,0,84000,LA,0,Good
41244.15,11097.02,351,174,298,0,0,0,0,4,5,0,0,0.495813994,0.385657041,0.628366913,0.452212276,0,65000,LA,0,Good
111085.68,16358.29,336,180,288,0,0,0,0,1,1,1,1,0.196930336,0.342240029,0.314474223,,0,70000,SC,0,Good
89764.35,14900.82,315,160,280,0,0,0,0,0,0,0,0,0.513709785,0.527777241,0.594656188,,0,64000,GA,0,Good
51217.78,11091.61,438,230,397,0,0,0,0,0,0,1,1,0.551926985,0.477397552,0.612416726,0.560083874,0,80000,AL,0,Good
60627.32,11104.05,360,182,233,0,0,0,0,0,2,1,0,0.602280303,0.590880038,0.515390632,0.538768234,0,104000,NC,0,Good
76310.07,11579.31,325,190,271,2,1,1,8157.22,1,2,0,0,0.529496915,0.492216596,0.573412975,0.485873274,0,90000,NC,0,Good
100224.92,12562.36,391,166,353,0,0,0,0,0,2,0,0,0.419588047,0.414656806,0.5983013,0.305103497,0,77000,GA,0,Good
43891.92,9337.53,183,102,167,0,0,0,0,3,4,0,0,0.479455431,0.446414199,0.512640221,0.48726637,0,51000,GA,0,Good
98203.37,11958.14,316,162,293,0,0,0,0,1,4,0,0,0.575680861,0.602592961,0.627012391,0.644581706,0,74000,AL,0,Good
84243.14,16937.72,362,210,334,0,0,0,0,3,5,0,0,0.742885712,0.709517814,0.64495849,0.690522081,0,62000,GA,0,Good
128812.68,17359.13,238,117,228,0,0,0,0,2,2,0,0,0.53060977,0.477837536,0.535197546,0.481301844,0,87000,NC,0,Good
88021.29,14398.5,302,144,299,0,0,0,0,2,1,0,0,0.552070372,0.533259941,0.546869161,0.468505653,0,70000,LA,0,Good
165006.91,99999,257,143,237,0,0,0,0,3,8,0,0,0.520920981,0.515165844,0.561003144,0.442279022,0,52000,GA,1,Bad
53000.05,11723.61,233,83,229,0,0,0,0,0,0,0,0,0.451890484,0.499390108,0.413450312,0.349531804,0,89000,GA,0,Good
118359.83,16040.27,191,118,162,0,0,0,0,4,7,1,0,0.381861247,0.329048921,0.528838005,0.461730447,1,54000,SC,0,Good
74657.84,9191.73,257,146,245,0,0,0,0,4,6,0,0,0.228765944,0.16511631,0.287589732,0.245036328,0,77000,MS,0,Good
150187.48,15165.72,278,153,260,0,0,0,0,1,0,0,0,0.227529602,0.342934606,0.288474383,0.247484237,0,67000,AL,0,Good
144970.91,99999,229,117,228,0,0,0,0,0,0,1,0,0.30923625,0.219707725,0.295431514,0.313639255,1,49000,AL,0,Good
91040.42,12297.64,256,124,252,1,0,0,0,0,2,0,0,0.644750518,0.62096468,0.629014457,0.551266381,1,78000,FL,0,Good
117578.33,16673.97,295,157,226,0,0,0,0,2,5,1,0,0.502342624,0.509786041,0.501987388,0.556650878,0,90000,SC,0,Good
112639.71,12168.91,321,164,310,0,0,0,0,2,4,0,1,0.521496062,0.584295059,0.562269552,0.603880686,0,65000,MS,0,Good
49443.03,10602.1,339,156,323,0,0,0,0,0,2,0,1,0.368072528,0.499335871,0.420991706,0.433851864,1,89000,FL,0,Good
104862.38,17757.69,360,180,341,0,0,0,0,0,1,0,0,0.389716002,0.297505876,0.586344973,0.383817468,0,67000,LA,0,Good
109519.89,14126.47,326,137,293,0,0,0,0,3,7,0,0,0.466070508,0.500932506,0.482460698,0.543813297,0,82000,GA,0,Good
89991.49,14575.96,148,92,126,0,0,0,0,0,0,0,0,0.224056301,0.209514798,0.227601919,0.132862786,0,69000,NC,0,Good
92901.75,13434.72,324,163,271,0,0,0,0,0,1,0,0,0.56549758,0.569554351,0.476955163,,0,73000,FL,1,Bad
116681.5,17721.58,208,64,180,0,0,0,0,3,6,0,0,0.360675875,0.357531323,0.470599905,0.280627787,0,63000,NC,0,Good
97481.25,11648.97,375,141,346,0,0,0,0,3,6,1,0,0.384869442,0.44175497,0.349328171,0.545282377,0,54000,FL,0,Good
101570.84,11811.93,348,161,334,0,0,0,0,1,1,0,1,0.407356416,0.423433483,0.4947698,0.476992145,0,49000,LA,0,Good
126377.4,17092.28,306,169,306,0,0,0,0,2,5,0,1,0.169986387,0.202222512,0.200503616,0.314426474,1,74000,LA,0,Good
114876.18,16354.64,339,162,335,0,0,0,0,0,0,0,0,0.474403817,0.386424599,0.601842113,0.481844605,0,111000,GA,0,Good
95449.81,13343.86,357,200,328,0,0,0,0,2,4,0,0,0.654623959,0.655083781,0.606376495,0.676291995,0,68000,FL,0,Good
104627.29,14101.64,374,160,327,0,0,0,0,1,5,0,0,0.631115744,0.612421483,0.575493563,0.538431433,0,70000,LA,0,Good
109865.25,12163.15,355,168,288,0,0,0,0,1,2,1,1,0.66962065,0.678655059,0.597942434,0.667343259,1,56000,NC,0,Good
100775.35,13259.61,347,185,287,0,0,0,0,0,0,0,0,0.58093479,0.563931286,0.555186477,0.569228595,0,,AL,0,Good
90642.02,15561.93,301,142,239,0,0,0,0,0,2,0,0,0.430077239,0.48419479,0.447371358,0.38568972,0,65000,LA,0,Good
104979.99,15045.95,366,197,357,0,0,0,0,5,10,0,0,0.492731759,0.511543992,0.42866809,0.508171285,0,82000,NC,0,Good
100753.8,15702.8,358,142,317,0,0,0,0,2,4,0,0,0.404149468,0.529108672,0.309627487,0.323113889,0,94000,NC,0,Good
97731.13,13176.53,232,155,221,0,0,0,0,1,1,0,0,0.521827841,0.545315776,0.544212826,0.524504302,0,52000,LA,0,Good
103944.47,14285.8,305,116,262,0,0,0,0,3,3,0,0,0.485497224,0.536453655,0.463475116,0.444059306,0,83000,SC,0,Good
105814.42,13386.53,320,142,284,0,0,0,0,1,1,0,1,0.500646636,0.463800607,0.441647715,0.493575922,0,81000,LA,0,Good
107220.33,14477.88,344,204,260,0,0,0,0,0,0,1,0,0.620264042,0.594834827,0.627853554,0.568050382,0,74000,NC,0,Good
99427.08,16711.48,338,173,334,0,0,0,0,3,6,0,0,0.439691383,0.268022948,0.405606541,0.426229313,1,99000,MS,0,Good
84879.9,10009.59,345,168,303,0,0,0,0,0,0,0,0,0.520910672,0.54712457,0.496917964,,0,49000,LA,0,Good
92545.39,11471.69,249,141,187,0,0,0,0,6,9,0,1,0.36153385,0.311927869,0.434262454,0.370436517,1,97000,AL,0,Good
79497.7,13608.05,268,153,264,0,0,0,0,6,11,0,0,0.53942176,0.515601056,0.532209114,0.559655108,0,57000,AL,0,Good
100341.11,15548.07,299,150,277,0,0,0,0,0,0,0,0,0.426984713,0.668888295,0.505422682,0.447529029,0,95000,AL,0,Good
121788.75,14098.77,209,111,173,0,0,0,0,0,2,0,0,0.572883815,0.49164133,0.592299318,0.619268895,0,59000,AL,0,Good
88665.69,17153.48,362,164,346,0,0,0,0,0,0,1,1,0.377012697,0.489234698,0.323214379,0.506797588,0,86000,AL,0,Good
104456.29,12440.91,205,103,197,0,0,0,0,3,5,1,0,0.445890341,0.421511711,0.519040362,0.389778601,0,77000,AL,0,Good
89618.67,15468.35,247,96,218,0,0,0,0,0,0,0,0,0.435220573,0.544460183,0.392967943,0.324443673,0,62000,NC,0,Good
53843.05,8343.18,302,137,292,2,1,1,7339.85,3,5,0,1,0.710820398,0.607578652,0.656912608,0.613792232,0,65000,MS,1,Bad
65514.11,6516.11,284,85,246,1,0,0,0,2,3,1,1,0.568350662,0.492259156,0.584746576,0.461595076,1,88000,NC,0,Good
79086.25,8813.11,326,174,315,0,0,0,0,3,5,0,0,0.46606294,0.49110383,0.472797537,0.615938786,0,74000,FL,0,Good
87274.41,12897.97,235,126,222,0,0,0,0,1,4,0,0,0.441138665,0.526706622,0.51999084,0.363102353,0,70000,AL,0,Good
106371.8,15230.58,365,157,326,0,0,0,0,0,1,0,0,0.647570623,0.576471657,0.520617105,0.578620909,0,75000,FL,0,Good
120935.54,14157.46,281,180,272,0,0,0,0,2,2,0,0,0.656566912,0.651890416,0.65857894,0.739258379,1,94000,SC,0,Good
73878.49,10003.38,366,202,296,1,0,0,0,0,1,0,0,0.431756955,0.427970124,0.501868007,,1,69000,AL,0,Good
78922.51,12386.44,389,215,324,0,0,0,0,0,0,1,1,0.470010004,0.453206839,0.464475187,0.566193049,0,63000,AL,0,Good
98554.43,10501.07,380,176,348,0,0,0,0,4,5,0,1,0.426528745,0.456808538,0.603700815,0.498198567,0,88000,FL,0,Good
30129.04,7996.31,297,183,269,0,0,0,0,1,4,0,0,0.375744517,0.407591991,0.403244835,0.415288094,0,,SC,0,Good
78065.82,11192.32,222,99,172,0,0,0,0,1,1,0,0,0.489351393,0.486260066,0.467577441,0.497547331,0,99000,SC,0,Good
81794.5,8701.59,335,160,268,0,0,0,0,1,3,0,0,0.493745687,0.592009005,0.534238902,0.46391022,0,71000,SC,0,Good
107152.02,11976.47,235,132,191,0,0,0,0,0,0,0,0,0.448217132,0.441786807,0.377106244,0.403781108,0,95000,FL,0,Good
85112.5,11693.42,242,131,196,0,0,0,0,4,8,0,0,0.596659467,0.498980054,0.685208211,0.588878866,0,68000,FL,0,Good
67211.62,9870.5,385,164,365,0,0,0,0,0,2,0,0,0.505001961,0.449833767,0.562134889,,0,94000,SC,0,Good
88406.89,12301.34,182,98,166,0,0,0,0,2,3,1,0,0.399507605,0.433757162,0.446245342,0.32450317,0,49000,NC,0,Good
96894.3,11818.26,305,158,272,0,0,0,0,1,3,0,0,0.379913485,0.481572779,0.377181997,0.359236699,0,60000,FL,0,Good
125378.6,14388.95,246,137,179,0,0,0,0,1,1,0,0,0.588414802,0.53085691,0.573565951,0.531501783,1,56000,MS,0,Good
100689.49,13602.37,263,144,217,0,0,0,0,0,2,0,0,0.597322368,0.561382904,0.645127713,0.648352306,0,71000,GA,0,Good
101491.73,10357.01,255,151,225,0,0,0,0,1,0,0,0,0.450915814,0.474712575,0.543380463,0.462409694,0,87000,SC,1,Bad
99903.94,12840.8,208,125,186,0,0,0,0,1,2,0,0,0.641755308,0.691816484,0.537988857,0.58098417,0,96000,GA,1,Bad
61435.68,11659.8,288,174,264,0,0,0,0,0,3,0,0,0.468739977,0.551022548,0.418068265,0.491657122,0,73000,LA,0,Good
62892.83,11351,300,149,286,0,0,0,0,0,1,0,0,0.430876001,0.515314306,0.499065309,0.323558328,0,54000,MS,0,Good
85014.65,13212.21,293,176,284,0,0,0,0,0,0,0,0,0.459718811,0.537939987,0.359210137,0.458714602,0,61000,AL,0,Good
88830.98,12282.57,296,170,259,0,0,0,0,0,1,0,1,0.515185661,0.462022599,0.531853001,0.500414482,0,50000,AL,0,Good
114387.74,18195.72,354,170,310,2,1,1,10249.65,0,2,0,0,0.576058614,0.684938189,0.596634297,0.578447755,0,86000,NC,1,Bad
66617.41,15493.8,288,122,281,0,0,0,0,3,5,0,0,0.366452522,0.334615008,0.448807582,0.364909061,0,66000,SC,0,Good
94384.53,11264.77,277,159,275,3,1,1,14683.77,1,1,0,0,0.88420372,0.894029667,0.735104385,,0,75000,AL,1,Bad
127570.96,14616.87,308,204,254,0,0,0,0,3,5,0,0,0.491272494,0.576640378,0.429664525,,1,80000,LA,0,Good
105306.93,9506.29,268,148,255,0,0,0,0,3,7,0,1,0.663256199,0.684758925,0.565480152,0.678313838,0,86000,FL,0,Good
75032.4,13511.66,451,192,446,0,0,0,0,0,0,0,0,0.623126195,0.713790071,0.65750678,,1,,FL,0,Good
100483.89,15734.36,215,114,209,0,0,0,0,3,5,0,0,0.32011023,0.346499653,0.350539414,0.318437899,0,91000,FL,0,Good
59986.86,11576.67,239,94,228,0,0,0,0,0,2,0,0,0.582815331,0.554289916,0.472161244,0.52789482,0,79000,FL,0,Good
56239.66,8806.52,365,180,321,0,0,0,0,0,3,0,0,0.396312689,0.382232212,0.396421133,0.336389336,1,75000,AL,0,Good
88665.85,15375.18,408,190,307,0,0,0,0,2,3,0,0,0.476293354,0.495960233,0.456880972,0.44396918,0,74000,NC,0,Good
112776.41,15908.89,283,134,255,1,0,0,0,1,3,1,0,0.397170981,0.339046418,0.405122681,0.45078034,0,,FL,0,Good
132098.78,17527.88,123,75,87,0,0,0,0,0,1,0,0,0.693370924,0.783012509,0.545838621,,0,70000,MS,0,Good
61796.83,7951.9,259,156,255,0,0,0,0,3,4,2,0,0.509360302,0.610276751,0.66385815,0.420377951,0,87000,MS,0,Good
91986.11,14815.18,349,173,317,0,0,0,0,1,3,0,1,0.523013614,0.581755569,0.578675139,0.406219439,1,108000,GA,0,Good
71255.53,12422.52,427,216,373,0,0,0,0,4,6,0,0,0.45868452,0.523504338,0.498373823,0.360532627,0,114000,NC,0,Good
118931.25,14434.5,232,121,185,0,0,0,0,2,5,0,0,0.627733284,0.542305904,0.629820821,0.668094715,0,63000,FL,0,Good
102175.43,10893.15,358,159,349,0,0,0,0,2,4,0,0,0.646420318,0.646506415,0.602214893,0.573887601,0,58000,GA,0,Good
93879.78,12015.54,252,155,229,0,0,0,0,2,2,0,0,0.536694217,0.534123801,0.54359248,0.488036891,0,61000,NC,0,Good
130576.35,16358.15,230,113,215,0,0,0,0,2,4,0,0,0.451960135,0.468722123,0.693355833,0.421702632,1,,MS,0,Good
84810,14441.14,306,166,304,0,0,0,0,1,6,0,0,0.49155497,0.345905661,0.451810961,0.302185559,0,43000,LA,0,Good
92273.14,10857.24,281,141,273,0,0,0,0,3,3,0,0,0.483097929,0.506194317,0.442598944,0.451820145,0,86000,GA,0,Good
