tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,Default_ind,goodbad,class_pred_fair,class_pred_orig,States
137260.19,15801.57,231,128,218,2,1,1,14443.94,4,6,1,1,0.594314148,0.562812316,0.509892687,0.610640587,1,76000,1,Bad,1,1,LA
128146.04,14046.54,201,112,181,0,0,0,0,4,9,0,0,0.577310611,0.574374817,0.591757547,0.523368211,1,59000,0,Good,0,0,NC
88798.25,11340.27,267,104,249,0,0,0,0,0,2,0,1,0.418221024,0.487907205,0.4828201,0.464735311,0,87000,0,Good,0,0,AL
110243.07,17853.54,290,156,245,1,0,0,0,0,1,1,1,0.467155397,0.561966537,0.609932174,0.42013082,0,73000,0,Good,1,1,AL
52083.3,10028.09,297,128,266,0,0,0,0,3,7,0,0,0.603135786,0.526518536,0.645241479,0.608744146,0,79000,0,Good,1,0,SC
96813.78,14930.15,226,143,205,0,0,0,0,1,1,0,0,0.571036261,0.531089516,0.547383125,0.506962546,0,83000,1,Bad,0,0,SC
116639.46,13838.23,276,130,272,0,0,0,0,6,9,0,0,0.582261482,0.591711197,0.627330636,0.580232576,0,74000,0,Good,0,0,SC
76650.02,11755.18,267,98,240,0,0,0,0,4,5,0,0,0.487721865,0.466845162,0.489963259,0.468118717,1,75000,0,Good,0,0,GA
103686.38,16250.4,339,131,307,0,0,0,0,1,2,0,0,0.544640833,0.439357523,0.449905212,0.427161835,0,65000,0,Good,1,0,NC
119597.03,15125.92,308,138,230,0,0,0,0,2,4,0,0,0.702736602,0.639918387,0.640812935,0.747458311,0,94000,0,Good,1,1,NC
105503.51,14679.92,514,276,410,0,0,0,0,1,2,0,0,0.653768363,0.689626937,0.581015937,0.5394915,1,92000,0,Good,0,0,FL
103965.95,14030.31,338,182,256,0,0,0,0,0,0,0,0,0.439229894,0.574865626,0.409113279,0.34884167,0,69000,0,Good,0,0,AL
61958.61,8531.85,235,130,177,0,0,0,0,4,10,0,0,0.537498415,0.609596854,0.585610787,0.587734719,0,80000,0,Good,1,1,FL
109767.71,16347.84,223,139,201,0,0,0,0,1,1,1,0,0.675887052,0.621505117,0.56229352,0.622961023,0,67000,0,Good,1,1,AL
111327.56,11165.79,395,197,372,0,0,0,0,0,2,1,0,0.43695305,0.398813822,0.489564606,0.545365523,1,85000,0,Good,0,0,FL
91529.39,12047.49,280,169,265,0,0,0,0,5,9,0,0,0.450756204,0.403051188,0.439529972,0.450268975,1,102000,0,Good,0,0,FL
73025.88,16051.81,335,167,300,0,0,0,0,4,10,0,0,0.348855725,0.416466387,0.374993039,0.490502588,0,76000,0,Good,0,0,AL
104584.49,15501.67,319,176,299,0,0,0,0,5,6,0,1,0.766585194,0.618740174,0.684356839,0.856253092,1,50000,0,Good,1,1,GA
104202.78,17117.09,270,156,241,0,0,0,0,0,1,0,0,0.557002349,0.51505741,0.59281923,0.544481468,0,115000,0,Good,1,1,SC
103339.03,14343.97,332,148,313,0,0,0,0,0,1,0,0,0.455920168,0.395283253,0.469421713,0.392279718,0,57000,0,Good,0,0,SC
121308.27,12273.38,159,69,125,0,0,0,0,1,1,1,0,0.522528898,0.580866092,0.471147432,0.473598847,1,75000,0,Good,0,0,LA
84768,12767.72,364,147,326,0,0,0,0,0,1,0,0,0.404024043,0.487821848,0.499911631,0.329294733,1,82000,0,Good,0,0,AL
73187.01,12177.85,252,124,229,1,0,0,0,3,5,0,0,0.757455111,0.604440791,0.679295047,0.799466595,1,92000,0,Good,1,1,NC
85023.8,10873.19,304,143,198,0,0,0,0,3,4,0,0,0.607041105,0.444523133,0.591241256,0.56325418,1,66000,0,Good,0,0,GA
134508.49,17387.6,370,143,322,0,0,0,0,2,4,0,0,0.466041666,0.547302083,0.547259136,0.317428024,0,76000,0,Good,0,0,FL
137677.3,15938.21,149,71,143,0,0,0,0,4,6,0,0,0.539250192,0.435035997,0.620058221,0.535449098,0,61000,0,Good,0,0,LA
135408.43,18355.28,311,143,285,0,0,0,0,3,4,0,1,0.565122064,0.502226405,0.62546286,0.566569987,0,61000,0,Good,1,1,MS
108461.36,16669.52,367,155,339,0,0,0,0,2,2,0,0,0.600356005,0.549345597,0.62537754,0.435339552,0,59000,0,Good,1,1,MS
69714.9,15172.19,152,111,140,0,0,0,0,1,0,0,0,0.499765821,0.517485389,0.595234128,0.490074487,0,83000,0,Good,0,0,FL
119870.9,99999,359,167,356,0,0,0,0,4,8,0,0,0.476658957,0.479680559,0.436529875,0.481351218,0,71000,1,Bad,1,1,NC
47084.17,8847.56,359,192,311,0,0,0,0,0,0,0,0,0.569418031,0.517250936,0.484833403,0.609893385,0,67000,0,Good,1,1,MS
89370.09,11156.75,348,190,297,0,0,0,0,3,4,0,0,0.57731195,0.559111515,0.50084562,0.471091953,0,74000,0,Good,0,0,MS
102286.09,14185.82,280,168,257,0,0,0,0,2,3,0,0,0.464020826,0.420191012,0.498300152,0.413937054,0,69000,0,Good,0,0,GA
77758.82,11452.42,281,172,255,0,0,0,0,0,0,0,0,0.618447072,0.594297284,0.591165835,0.490074487,0,62000,0,Good,0,0,AL
107290.3,17943.72,243,141,197,0,0,0,0,5,8,0,0,0.420308367,0.449020286,0.506920822,0.365630024,1,81000,0,Good,0,0,FL
70802.38,13588.49,240,130,162,0,0,0,0,0,1,0,0,0.236033946,0.352010005,0.292793022,0.178393931,0,84000,0,Good,0,0,NC
95275.61,15783.97,373,176,346,0,0,0,0,4,8,1,1,0.756987319,0.720799393,0.704344281,0.766474228,0,88000,0,Good,1,1,MS
87648.77,14112.02,337,174,336,0,0,0,0,4,6,0,0,0.636532002,0.556387129,0.612469743,0.490074487,0,89000,0,Good,1,0,AL
118900.22,14514.74,260,145,248,0,0,0,0,2,3,0,0,0.491022317,0.399330188,0.425301586,0.549380151,0,83000,0,Good,0,0,NC
72846.54,10111.56,305,142,295,0,0,0,0,0,0,1,1,0.666246751,0.744098546,0.588342863,0.628926862,0,55000,0,Good,1,0,SC
77496.73,11138,250,134,242,0,0,0,0,2,2,0,0,0.570582593,0.558123406,0.448589258,0.490074487,0,49000,0,Good,0,0,LA
72480.45,12610.28,184,95,110,0,0,0,0,3,3,0,0,0.504497732,0.499316703,0.321593694,0.456015624,0,81000,0,Good,0,0,LA
63751.07,11140.87,259,132,243,0,0,0,0,6,9,1,0,0.619836076,0.627644568,0.602952564,0.490074487,1,61000,0,Good,1,1,GA
125673.09,12564.18,296,150,264,0,0,0,0,4,7,1,0,0.588336808,0.613880421,0.531154365,0.601925645,0,79000,0,Good,0,0,NC
145771.2,17511.55,368,192,290,0,0,0,0,2,1,0,0,0.5274805,0.619008577,0.574454434,0.478315629,0,99000,0,Good,1,0,SC
82843.48,13486.4,220,145,216,0,0,0,0,2,0,0,0,0.544937649,0.559672311,0.510758899,0.538947625,0,63000,0,Good,0,0,FL
105041.79,15564.49,442,199,407,0,0,0,0,6,9,0,0,0.366956488,0.449761189,0.391844072,0.3614549,0,68000,0,Good,0,0,FL
78783.54,9922.51,321,186,293,0,0,0,0,0,0,0,0,0.423900857,0.478502419,0.495291719,0.315568554,0,53000,0,Good,0,0,SC
103727.3,13311.11,378,152,355,2,1,1,11114.72,2,4,0,1,0.7935557,0.810804585,0.743571713,0.647818312,0,33000,1,Bad,1,1,LA
147473.53,16602.67,301,171,260,0,0,0,0,3,4,0,0,0.423876259,0.451899395,0.286223175,0.544602373,0,65000,0,Good,0,0,GA
74389.22,15291.91,306,140,252,0,0,0,0,0,2,0,0,0.402352685,0.403541304,0.430197435,0.51528905,1,66000,0,Good,0,0,MS
102565.83,15363.09,254,168,244,0,0,0,0,3,9,0,0,0.452309386,0.344500978,0.400965922,0.276127996,0,94000,0,Good,0,0,NC
85572.36,13128.97,344,164,319,0,0,0,0,2,4,0,0,0.648308256,0.621117226,0.566950835,0.6791959,0,75000,0,Good,0,0,NC
82060.4,12849.63,264,134,250,0,0,0,0,1,2,0,0,0.501299714,0.612723682,0.619281924,0.543079849,0,62000,0,Good,0,0,NC
86804.88,13278.21,345,156,275,0,0,0,0,3,4,1,1,0.401680902,0.592268861,0.339752126,0.318283322,1,85000,0,Good,0,0,GA
36348.94,12737.99,222,126,200,0,0,0,0,2,6,0,0,0.449699178,0.470280979,0.319584278,0.433990024,0,79000,0,Good,0,0,SC
97913.11,14356.7,287,150,252,0,0,0,0,2,0,0,0,0.438614103,0.458052027,0.394156891,0.479261435,0,79000,0,Good,0,0,NC
69272.92,11204.99,249,100,205,0,0,0,0,0,3,0,1,0.570716986,0.495404709,0.704097917,0.504035403,1,62000,0,Good,0,0,NC
84080.88,13195.47,203,163,192,0,0,0,0,0,5,0,0,0.523908156,0.511191388,0.543699301,0.543472706,1,49000,0,Good,0,0,NC
70014.64,12225.88,346,137,309,0,0,0,0,0,1,0,0,0.449173488,0.489385398,0.468448093,0.378412049,1,75000,0,Good,0,0,NC
102723.01,15398.68,233,131,219,0,0,0,0,1,1,1,0,0.420859966,0.446164952,0.395355816,0.35581786,0,51000,0,Good,0,0,AL
94893.15,11754.74,424,192,382,0,0,0,0,2,3,0,1,0.615602767,0.50753966,0.517803657,0.660398138,0,89000,0,Good,0,0,FL
103320.01,13863.41,264,121,233,0,0,0,0,2,2,0,0,0.454898167,0.518150466,0.47033689,0.473012698,0,95000,0,Good,0,0,GA
113750.49,11966.19,339,155,337,0,0,0,0,1,4,1,0,0.379729996,0.394893301,0.317880971,0.308337742,0,76000,0,Good,0,0,FL
122053.7,14094.61,139,97,126,0,0,0,0,0,1,0,0,0.674286509,0.65463605,0.587717153,0.703181596,0,78000,0,Good,1,1,SC
92457.16,14534.76,369,211,324,0,0,0,0,4,4,0,0,0.541288714,0.452239735,0.677870981,0.494941967,0,83000,0,Good,0,0,MS
102151.84,14745.95,361,188,306,0,0,0,0,0,1,0,0,0.513356472,0.662004936,0.599070936,0.361809629,0,73000,0,Good,0,0,SC
149390.64,16767.59,317,137,275,0,0,0,0,2,1,0,0,0.429656309,0.355069346,0.430764135,0.331544658,0,94000,0,Good,0,0,SC
127238.93,12661.06,265,145,239,0,0,0,0,0,1,0,0,0.431453157,0.416940982,0.533786055,0.571858099,0,106000,0,Good,0,0,GA
112648.8,17715.88,264,115,223,0,0,0,0,2,2,1,1,0.524849123,0.544390608,0.590893103,0.412603267,0,61000,0,Good,1,1,AL
100021.81,11664.27,346,184,334,0,0,0,0,1,1,0,0,0.466922932,0.342173954,0.47634408,0.400397577,0,59000,0,Good,0,0,NC
56969,11009.9,284,176,275,0,0,0,0,4,9,0,0,0.439119553,0.537746668,0.466635471,0.399858293,1,65000,0,Good,0,0,SC
70156.53,12665.98,252,150,252,1,0,0,0,0,0,0,0,0.438253748,0.47757072,0.466529192,0.46893244,0,96000,0,Good,1,0,SC
112081.69,13996.14,286,124,256,0,0,0,0,2,5,0,0,0.540397319,0.574495892,0.506394024,0.588369195,0,50000,0,Good,0,0,LA
120910.02,16927.28,311,156,307,0,0,0,0,0,5,1,0,0.597042894,0.572553369,0.597280928,0.481923315,1,115000,0,Good,1,0,FL
79445.31,9594.47,381,213,379,0,0,0,0,3,7,0,0,0.3803384,0.512689233,0.34819337,0.478313894,0,79000,0,Good,0,0,AL
75433.66,13487.01,239,87,207,0,0,0,0,0,0,0,0,0.630816186,0.681255145,0.686194749,0.619713097,1,46000,0,Good,0,0,SC
96636.63,11079.09,394,219,354,0,0,0,0,2,6,0,0,0.633802976,0.675000076,0.568357052,0.685211439,0,51000,0,Good,0,0,FL
60625.17,12452.42,382,186,363,0,0,0,0,0,0,0,0,0.415708952,0.321530242,0.487213142,0.369660849,0,87000,0,Good,0,0,MS
92228,10308.56,295,134,257,0,0,0,0,0,3,0,0,0.655852468,0.595918879,0.696041179,0.488480647,1,73000,0,Good,1,1,GA
108583.74,13294.06,268,150,237,0,0,0,0,1,2,0,0,0.398075483,0.584395798,0.426720847,0.495916798,0,71000,0,Good,0,0,LA
49757.47,9855.97,287,177,252,0,0,0,0,2,5,0,1,0.529392303,0.648019974,0.505667218,0.48706923,1,103000,0,Good,0,0,SC
44990.85,10388.04,275,151,271,0,0,0,0,2,3,0,0,0.58134701,0.477805672,0.529375013,0.573339936,1,69000,0,Good,0,0,LA
78192.39,11379.45,207,86,202,0,0,0,0,2,3,1,0,0.502278992,0.463966302,0.424840034,0.447886338,0,86000,0,Good,0,0,NC
104023.79,15702.91,280,163,229,0,0,0,0,3,3,0,1,0.785133234,0.92614488,0.775815079,0.756456104,1,104000,0,Good,1,1,GA
56614.82,9634.44,230,159,200,0,0,0,0,5,7,0,0,0.401245477,0.378764289,0.451717983,0.33974392,0,80000,0,Good,0,0,NC
104839.5,16188.15,305,140,288,0,0,0,0,0,0,0,1,0.373323693,0.548218573,0.401757491,0.341540378,1,75000,0,Good,0,0,MS
89790.61,10804.07,199,107,143,0,0,0,0,2,3,0,0,0.574888074,0.526604198,0.603415596,0.684826914,1,84000,0,Good,0,0,AL
35565.2,11750.36,226,111,192,2,1,1,6207.15,3,6,0,0,0.564775279,0.56433136,0.539710282,0.497413869,0,48000,1,Bad,1,1,LA
95659.7,12651.83,364,151,312,0,0,0,0,0,1,0,0,0.450633297,0.576640013,0.349339044,0.516727786,1,75000,0,Good,0,0,GA
86122.12,10497.52,298,160,277,0,0,0,0,3,4,0,0,0.563055038,0.511214125,0.595896068,0.598145385,0,91000,0,Good,0,0,LA
51278.28,9121.89,284,127,249,0,0,0,0,5,6,1,0,0.411092952,0.392319168,0.418122569,0.416844653,0,50000,0,Good,0,0,GA
76685.66,8658.76,271,172,241,1,0,1,2920.49,3,5,0,0,0.514013418,0.581388514,0.520596724,0.550100791,0,55000,1,Bad,1,1,LA
120012.06,13729.45,283,168,264,0,0,0,0,2,0,0,0,0.334473738,0.186171232,0.407025563,0.398562155,0,92000,0,Good,0,0,FL
98370.9,14954.69,304,155,273,0,0,0,0,3,4,0,0,0.494933557,0.492738205,0.518119141,0.534837258,1,86000,0,Good,0,0,LA
100693.79,13794.66,247,114,226,0,0,0,0,1,1,1,0,0.491705877,0.573778058,0.451232224,0.412747362,0,56000,0,Good,0,0,MS
132191.16,16155.42,219,137,198,0,0,0,0,0,0,0,0,0.244612268,0.307099557,0.353844465,0.28717921,1,86000,0,Good,0,0,GA
95103.12,15817.11,268,94,259,2,1,1,5883.89,2,5,0,0,0.335111183,0.302415956,0.565230047,0.278452819,0,52000,1,Bad,1,1,AL
70141.95,8666.2,286,185,283,2,1,1,6202.98,3,4,0,0,0.602045343,0.76492457,0.625628406,0.52521515,0,67000,1,Bad,1,1,GA
100851.33,11564.37,251,112,210,0,0,0,0,0,2,0,0,0.600241136,0.589007986,0.528701006,0.516349584,0,80000,0,Good,0,0,AL
87439.37,15037.42,333,147,332,0,0,0,0,2,4,1,0,0.555761929,0.605649914,0.593758403,0.507417118,0,81000,0,Good,0,0,SC
118971.82,15562.03,268,137,234,0,0,0,0,0,1,0,1,0.425570935,0.447708083,0.340338182,0.490074487,0,77000,0,Good,0,0,NC
115836.29,15739.61,292,123,194,1,0,0,0,0,0,0,0,0.347832519,0.425518094,0.421470489,0.312991791,0,62000,0,Good,1,0,LA
78642.3,7562.13,295,148,271,0,0,0,0,1,3,0,0,0.698899487,0.768512843,0.654570874,0.611152993,0,99000,0,Good,1,1,NC
100732.38,14413.89,293,169,275,0,0,0,0,1,3,1,0,0.426251454,0.493371458,0.396578179,0.364217919,0,39000,0,Good,0,0,MS
115046.95,18456.47,171,90,167,0,0,0,0,0,0,0,0,0.271605678,0.278128903,0.465585133,0.490074487,0,70000,0,Good,0,0,LA
85533.18,12053.42,235,80,194,0,0,0,0,1,0,0,0,0.51125844,0.630981178,0.583103284,0.517820723,0,41000,0,Good,0,0,FL
70582.71,10357.12,269,111,208,0,0,0,0,0,2,0,1,0.452634722,0.444202323,0.456809719,0.490074487,0,72000,0,Good,0,0,SC
99452.08,14977.1,342,178,223,0,0,0,0,4,6,0,0,0.479473946,0.386418557,0.612173571,0.508771454,0,56000,0,Good,0,0,MS
102279.76,15508.51,307,115,290,0,0,0,0,3,7,0,0,0.530299459,0.517632769,0.524464249,0.498585145,1,128000,0,Good,0,0,NC
80245.03,15111.34,280,123,247,0,0,0,0,0,4,0,0,0.494710604,0.545120237,0.448349994,0.543027841,1,65000,0,Good,0,0,FL
126803.38,17499.2,296,138,270,0,0,0,0,7,12,1,0,0.512508165,0.40705732,0.580726249,0.439507327,0,86000,1,Bad,1,0,FL
135939.45,16490.82,322,125,281,0,0,0,0,5,10,0,0,0.327474739,0.415797662,0.306833176,0.326180235,0,69000,0,Good,0,0,GA
130953.56,19072.29,355,233,333,0,0,0,0,2,1,0,1,0.464414825,0.491994109,0.473680826,0.490074487,1,75000,0,Good,1,1,MS
10186.28,6309.01,268,130,261,0,0,0,0,0,2,0,0,0.503467186,0.566002678,0.548540271,0.569709828,0,66000,0,Good,1,1,FL
111737.45,13035.2,343,175,303,0,0,0,0,5,9,0,0,0.678528067,0.699806101,0.749674722,0.490074487,0,103000,0,Good,1,0,NC
108319.33,16022.77,355,199,303,0,0,0,0,0,1,0,0,0.448358623,0.594494611,0.333467138,0.391467932,0,75000,0,Good,0,0,MS
68738.15,12528.22,174,106,155,2,0,1,7278.22,0,3,0,0,0.541486738,0.434796904,0.536787607,0.553723919,0,99000,0,Good,1,1,SC
115073.05,15040.07,228,126,215,1,0,0,0,0,0,0,0,0.501398895,0.527936833,0.496900788,0.474687097,0,56000,0,Good,1,1,AL
99171.56,14327.1,350,178,290,0,0,0,0,3,6,0,0,0.516796899,0.633422545,0.541909144,0.444639118,1,32000,0,Good,0,0,AL
100277.05,9239.19,142,70,137,0,0,0,0,1,2,0,0,0.718194689,0.699290638,0.581890995,0.732725464,1,59000,0,Good,1,1,GA
111147.45,19213.02,347,181,291,0,0,0,0,1,1,1,1,0.384077638,0.543225847,0.392098917,0.326332407,0,65000,0,Good,1,0,AL
98001.36,11060.06,268,167,238,0,0,0,0,0,2,1,1,0.425919582,0.528672806,0.438921093,0.490074487,1,77000,0,Good,0,0,FL
109000.33,15257.4,319,117,259,0,0,0,0,1,3,1,0,0.655396997,0.664489759,0.570229608,0.620727572,0,66000,0,Good,1,1,SC
68875.59,14972.58,331,163,286,0,0,0,0,0,0,0,0,0.564220875,0.629990635,0.539905583,0.58739094,0,79000,0,Good,0,0,FL
98757.27,17218.47,323,193,279,0,0,0,0,3,7,0,0,0.518427588,0.561574542,0.543799645,0.388952759,0,65000,0,Good,1,0,AL
85898.25,13679.62,392,210,380,0,0,0,0,0,0,0,1,0.387588462,0.441472709,0.38470655,0.273682218,1,75000,0,Good,0,0,NC
96285.2,14717.48,329,206,302,0,0,0,0,1,4,0,0,0.588015473,0.594191909,0.549940632,0.608282515,0,80000,0,Good,0,0,LA
94566.74,16582.33,362,157,338,1,0,0,0,3,4,0,0,0.350098429,0.362436972,0.4860968,0.415340429,0,79000,0,Good,1,1,AL
59664.9,9753.44,253,127,224,0,0,0,0,0,1,0,0,0.550866553,0.613121119,0.39022083,0.631696589,0,59000,0,Good,0,0,AL
41319.17,8363.74,329,164,246,0,0,0,0,2,3,0,1,0.586323678,0.617592998,0.517336272,0.499218848,0,92000,1,Bad,1,1,AL
79694.07,10362.65,331,155,314,0,0,0,0,1,0,0,0,0.508309271,0.576443836,0.541808384,0.490074487,0,109000,0,Good,0,0,GA
128907.18,17363.86,357,154,339,0,0,0,0,2,6,0,1,0.634166687,0.562248799,0.564337236,0.774855888,0,81000,0,Good,1,1,GA
95386.64,10608.21,271,190,236,0,0,0,0,2,5,0,0,0.372328098,0.318496033,0.410435634,0.309432471,1,88000,0,Good,0,0,LA
82776.61,12233.94,280,149,256,0,0,0,0,7,13,0,0,0.742988593,0.641396757,0.772290759,0.528263396,0,75000,0,Good,1,1,SC
74814.75,10062.91,315,166,302,0,0,0,0,0,0,0,1,0.524769301,0.458849748,0.373817858,0.490074487,0,64000,0,Good,0,0,MS
105407.91,9306.13,291,163,280,0,0,0,0,3,3,0,0,0.402142867,0.370529064,0.329107665,0.441919913,1,83000,0,Good,0,0,LA
78006.82,11338.12,348,157,339,0,0,0,0,3,6,0,0,0.54235657,0.61980251,0.557350223,0.526628479,0,61000,0,Good,0,0,AL
128565.11,16429.51,382,182,313,0,0,0,0,2,6,0,0,0.32037521,0.332493835,0.386430785,0.340804105,0,76000,0,Good,0,0,NC
74757.33,9961.67,358,161,357,0,0,0,0,0,2,0,0,0.447622892,0.630733781,0.435200862,0.352796181,1,59000,0,Good,0,0,NC
89881.35,13100.97,205,104,205,0,0,0,0,4,5,0,0,0.513571485,0.644452299,0.50759951,0.529494154,0,85000,0,Good,0,0,GA
139746.1,99999,247,146,238,0,0,0,0,2,3,0,0,0.409269229,0.377404869,0.375832137,0.343506762,0,61000,0,Good,1,1,LA
85724.73,12184.99,276,126,265,0,0,0,0,0,0,0,0,0.434571545,0.377624468,0.517134751,0.490074487,1,93000,0,Good,0,0,AL
73190.81,11925.33,392,253,339,0,0,0,0,0,2,0,0,0.490276248,0.549516373,0.392017945,0.449843504,1,55000,0,Good,0,0,LA
128659.35,17736.35,372,176,353,0,0,0,0,1,4,0,1,0.624467036,0.503362074,0.684794091,0.697860844,0,67000,1,Bad,1,1,FL
106141.41,14627,485,214,460,0,0,0,0,4,6,0,0,0.758300458,0.688780052,0.720427247,0.699044964,0,89000,1,Bad,1,0,AL
87738.8,13274.67,262,153,217,0,0,0,0,2,3,0,0,0.673885266,0.686615612,0.530041909,0.644593081,0,87000,0,Good,1,1,LA
91088.28,15024.23,273,145,254,0,0,0,0,0,1,0,0,0.43256977,0.363800283,0.506956095,0.415918569,0,85000,0,Good,0,0,GA
81055.11,11836,238,144,228,0,0,0,0,0,2,0,0,0.734843065,0.601753335,0.590214252,0.610111198,0,103000,1,Bad,1,1,LA
118184.67,16059.55,279,159,277,0,0,0,0,3,6,0,0,0.439332704,0.419265518,0.375848645,0.410700689,0,81000,0,Good,0,0,LA
73594.27,12704.1,318,162,308,0,0,0,0,3,4,0,0,0.52670649,0.574318662,0.536904639,0.505725839,0,75000,0,Good,0,0,GA
119915.57,15995.02,354,160,296,0,0,0,0,0,0,0,0,0.575661894,0.492666197,0.605081185,0.595684876,0,69000,0,Good,0,0,LA
67131.89,12817.17,254,137,213,0,0,0,0,6,11,1,0,0.678792338,0.602638742,0.49881016,0.617187319,0,73000,0,Good,1,1,LA
95138.76,10167.74,239,104,237,0,0,0,0,5,8,0,0,0.654066478,0.608770207,0.634034193,0.696595224,0,75000,0,Good,1,1,AL
98925.04,12078.08,308,160,308,0,0,0,0,2,4,0,0,0.686548344,0.684715322,0.769457318,0.718346949,0,71000,0,Good,1,0,MS
125231.44,15550.11,299,150,270,0,0,0,0,3,2,1,1,0.466433274,0.527878948,0.46310217,0.490074487,0,51000,0,Good,0,0,NC
100274.66,12638.39,240,105,236,0,0,0,0,0,1,0,0,0.4998017,0.463662024,0.388604678,0.433669989,0,60000,0,Good,0,0,AL
108669.81,18796.75,267,144,263,0,0,0,0,1,1,0,0,0.415911851,0.340238012,0.513436612,0.458244473,0,72000,0,Good,1,1,GA
113711.24,14255.52,256,139,236,0,0,0,0,3,5,1,0,0.352556853,0.351541132,0.492067036,0.35798005,0,78000,0,Good,0,0,SC
120726.55,13842.18,322,208,293,0,0,0,0,3,3,0,0,0.356055751,0.362218872,0.32557483,0.328082225,0,70000,0,Good,0,0,AL
112328.79,17154.47,225,115,223,0,0,0,0,3,7,0,0,0.570385676,0.581137987,0.600812105,0.434558869,0,60000,0,Good,1,1,AL
61192.68,7365.78,321,154,282,0,0,0,0,7,10,0,0,0.406804513,0.468749675,0.403088684,0.367881566,0,81000,0,Good,1,1,MS
78995.55,16557.37,289,155,284,0,0,0,0,0,4,0,1,0.63497724,0.55817876,0.70764016,0.612218792,0,80000,0,Good,1,0,FL
102017.93,11227.77,393,198,374,1,0,0,0,5,8,0,0,0.702863091,0.751441908,0.674754815,0.674470739,0,77000,0,Good,1,1,SC
85221.05,12948.56,355,187,328,0,0,0,0,1,3,0,0,0.637691976,0.534531562,0.631068329,0.603865829,1,91000,0,Good,0,0,NC
85471.35,12819.29,330,161,324,0,0,0,0,2,0,0,0,0.403207501,0.512320482,0.28964046,0.320810777,0,96000,0,Good,0,0,LA
116536.85,16974.9,127,50,121,0,0,0,0,0,0,0,0,0.526021527,0.521289385,0.505147043,0.482121645,0,63000,0,Good,1,1,LA
93723.01,14234.04,406,188,373,1,0,0,0,4,11,0,0,0.506645314,0.507943583,0.381908822,0.534650203,0,71000,0,Good,1,1,NC
80314.15,9019.26,317,126,303,0,0,0,0,0,2,1,0,0.450514619,0.588630292,0.507782054,0.569977614,1,81000,0,Good,0,0,LA
82989.39,12296.93,333,198,301,0,0,0,0,0,0,1,0,0.427998363,0.509832267,0.485768568,0.356780122,0,75000,0,Good,0,0,MS
113879.51,13623.16,322,178,284,0,0,0,0,3,6,0,0,0.297707676,0.267178174,0.327016963,0.295600148,1,81000,0,Good,0,0,AL
99313.71,15120.91,347,179,296,0,0,0,0,0,0,0,0,0.478329264,0.4692084,0.593637855,0.427699278,1,106000,0,Good,0,0,NC
44731.37,9181.45,243,142,214,0,0,0,0,5,8,0,0,0.476642068,0.53432759,0.487477064,0.574896334,0,79000,0,Good,1,1,GA
92341.12,18300.54,318,164,314,0,0,0,0,0,0,0,0,0.379446808,0.465174058,0.300751278,0.420742841,1,106000,0,Good,0,0,FL
53931.62,11760,345,201,280,0,0,0,0,0,0,1,0,0.558658046,0.703626421,0.536640343,0.490074487,1,80000,0,Good,0,0,GA
41769.7,10105.05,175,66,160,0,0,0,0,2,3,0,0,0.575051562,0.420909192,0.565263755,0.34628457,1,48000,0,Good,0,0,AL
59299.82,13225.71,242,119,218,0,0,0,0,4,7,0,0,0.450891624,0.494349813,0.532792948,0.296727231,1,59000,0,Good,0,0,AL
90681.49,14002.02,333,180,300,0,0,0,0,3,6,0,0,0.411801734,0.463156406,0.518915025,0.334895994,0,75000,0,Good,0,0,SC
87682.25,10856.45,317,156,272,0,0,0,0,3,7,0,1,0.453807599,0.55965851,0.281000509,0.445004464,1,85000,0,Good,0,0,MS
86171.39,15274.93,269,179,267,0,0,0,0,1,1,0,0,0.592957657,0.612228315,0.482245699,0.564195415,0,80000,0,Good,0,0,GA
86760.39,11175.94,279,134,215,0,0,0,0,0,2,0,0,0.518036736,0.522915923,0.513439153,0.410160679,0,75000,0,Good,0,0,FL
72613.13,8580.59,419,220,397,0,0,0,0,3,5,0,0,0.379411313,0.256360676,0.281938151,0.490074487,0,69000,0,Good,0,0,LA
96479.98,14189.29,260,130,252,0,0,0,0,0,0,0,1,0.53024015,0.439029206,0.540837711,0.490074487,0,75000,0,Good,0,0,NC
141609.2,17517.25,382,168,325,0,0,0,0,2,1,0,0,0.388952006,0.276631015,0.434189232,0.371964763,0,78000,0,Good,0,0,NC
106201.15,9667.9,202,81,152,0,0,0,0,3,6,0,1,0.375982953,0.436041781,0.308003122,0.337778422,0,81000,1,Bad,0,0,MS
74950,11715.08,325,128,308,0,0,0,0,0,0,0,0,0.533475196,0.38572776,0.525711831,0.40970866,1,68000,0,Good,0,0,GA
117485.13,13489.96,327,175,318,0,0,0,0,4,7,0,0,0.330250958,0.449139593,0.258669476,0.31350607,0,70000,0,Good,0,0,LA
98360.33,14282.68,288,146,256,0,0,0,0,4,6,0,1,0.431969493,0.534257102,0.499539694,0.38908304,0,70000,0,Good,0,0,LA
